duplicate_group_id,duplicate_class,n_rows,n_canonical_rows,group_representative_id,representative_is_canonical_member,n_identity_hashes,n_publications,n_entry_authors,n_log_D_finite,log_D_min,log_D_max,n_model_tier,log_D_spread,metal_states,duplicate_class_reason
DG011041,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15784,True,1,1,1,6,-1.60206,-1.60206,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011059,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15859,True,1,1,1,6,-3.36653,-3.36653,1,0,Ho(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011221,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16023,True,1,1,1,6,-1.65758,-1.65758,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011342,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16019,True,1,1,1,6,-3.24795,-3.24795,1,0,Ce(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011394,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15825,True,1,1,1,6,0.20412,0.20412,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011460,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15882,True,1,1,1,6,-3.48678,-3.48678,1,0,Gd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011462,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15984,True,1,1,1,6,-3.04818,-3.04818,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011471,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15896,True,1,1,1,6,-2.36151,-2.36151,1,0,Tb(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011545,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15840,True,1,1,1,6,-4.48945,-4.48945,1,0,Nd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011642,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15893,True,1,1,1,6,-2.92082,-2.92082,1,0,Sm(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011691,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15783,True,1,1,1,6,-1.83565,-1.83565,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011720,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15781,True,1,1,1,6,0.531479,0.531479,1,0,Sm(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011730,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15889,True,1,1,1,6,-4.17457,-4.17457,1,0,La(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011833,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15999,True,1,1,1,6,-2.4034,-2.4034,1,0,Tb(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011863,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15947,True,1,1,1,6,-2.30627,-2.30627,1,0,Tb(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011887,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15996,True,1,1,1,6,-2.85699,-2.85699,1,0,Sm(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011896,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16075,True,1,1,1,6,-0.826814,-0.826814,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011943,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15924,True,1,1,1,6,-2.70774,-2.70774,1,0,Ho(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011954,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16083,True,1,1,1,6,-3,-3,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011970,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15935,True,1,1,1,6,-2.5867,-2.5867,1,0,Dy(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011998,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15929,True,1,1,1,6,-4.10568,-4.10568,1,0,Pr(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012021,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15917,True,1,1,1,6,-4.34775,-4.34775,1,0,Pr(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012036,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15871,True,1,1,1,6,-3.26043,-3.26043,1,0,Dy(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012044,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15991,True,1,1,1,6,-2.16431,-2.16431,1,0,Lu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012098,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15773,True,1,1,1,6,0,0,1,0,Pr(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012221,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15876,True,1,1,1,6,-4.30364,-4.30364,1,0,La(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012330,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15890,True,1,1,1,6,-3.9431,-3.9431,1,0,Ce(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012349,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16045,True,1,1,1,6,-1.74715,-1.74715,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012352,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16028,True,1,1,1,6,-0.675718,-0.675718,1,0,Er(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012354,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15955,True,1,1,1,6,-3.08884,-3.08884,1,0,Pr(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012395,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15963,True,1,1,1,6,-1.0048,-1.0048,1,0,Er(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012422,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16069,True,1,1,1,6,-2.78781,-2.78781,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012429,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15895,True,1,1,1,6,-2.87943,-2.87943,1,0,Gd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012465,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16073,True,1,1,1,6,-1.07676,-1.07676,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012474,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15835,True,1,1,1,6,-2.1261,-2.1261,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012504,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15779,True,1,1,1,6,0.431364,0.431364,1,0,Pr(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012514,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15995,True,1,1,1,6,-3.4318,-3.4318,1,0,Nd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012547,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15971,True,1,1,1,6,-3.62342,-3.62342,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012553,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15880,True,1,1,1,6,-4.51428,-4.51428,1,0,Sm(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012639,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15854,True,1,1,1,6,-4.31876,-4.31876,1,0,Sm(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012770,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15964,True,1,1,1,6,-0.962574,-0.962574,1,0,Yb(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012836,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15845,True,1,1,1,6,-4.14327,-4.14327,1,0,Dy(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012899,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15844,True,1,1,1,6,-4.18642,-4.18642,1,0,Tb(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012916,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16070,True,1,1,1,6,-2.17328,-2.17328,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012929,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15799,True,1,1,1,6,-1.22915,-1.22915,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013004,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15975,True,1,1,1,6,-2.90309,-2.90309,1,0,Ho(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013012,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16014,True,1,1,1,6,-1.49621,-1.49621,1,0,Ho(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013202,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16033,True,1,1,1,6,-3.58838,-3.58838,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013210,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15944,True,1,1,1,6,-2.77728,-2.77728,1,0,Sm(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013363,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16034,True,1,1,1,6,-3.05899,-3.05899,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013374,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16076,True,1,1,1,6,-0.385103,-0.385103,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013414,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15776,True,1,1,1,6,0.0413927,0.0413927,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013470,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15874,True,1,1,1,6,-2.75696,-2.75696,1,0,Yb(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013560,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16064,True,1,1,1,6,-2.35853,-2.35853,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013562,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16022,True,1,1,1,6,-1.79317,-1.79317,1,0,Sm(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013583,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15902,True,1,1,1,6,-4.34775,-4.34775,1,0,La(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013626,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16065,True,1,1,1,6,-1.93554,-1.93554,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013694,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15943,True,1,1,1,6,-3.30277,-3.30277,1,0,Nd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013745,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15808,True,1,1,1,6,0.39794,0.39794,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013765,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15829,True,1,1,1,6,-1,-1,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009268,A_EXACT_DATABASE_DUPLICATE,4,1,SAE:4680,True,1,1,1,4,0.896526,0.896526,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000084,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4741,True,1,1,1,3,0.334454,0.334454,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000361,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4702,True,1,1,1,3,-2.32334,-2.32334,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001345,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4698,True,1,1,1,3,-0.823276,-0.823276,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001639,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4784,True,1,1,1,3,0.579784,0.579784,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001752,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4753,True,1,1,1,3,0.621176,0.621176,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001817,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4687,True,1,1,1,3,0.767241,0.767241,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001841,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4701,True,1,1,1,3,0.0344828,0.0344828,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001925,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4686,True,1,1,1,3,0.422414,0.422414,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002119,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4708,True,1,1,1,3,1.25344,1.25344,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002367,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4737,True,1,1,1,3,0.32838,0.32838,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002481,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4684,True,1,1,1,3,-0.823276,-0.823276,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002528,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4749,True,1,1,1,3,0.603144,0.603144,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002775,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4731,True,1,1,1,3,0.723798,0.723798,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG003494,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4799,True,1,1,1,3,-1.98498,-1.98498,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG003556,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4757,True,1,1,1,3,-1.51708,-1.51708,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG003621,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4690,True,1,1,1,3,-1.62931,-1.62931,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG003658,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4759,True,1,1,1,3,-0.914572,-0.914572,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG003874,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4735,True,1,1,1,3,0.303196,0.303196,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG004037,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4733,True,1,1,1,3,0.290035,0.290035,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG004201,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4710,True,1,1,1,3,-2.32334,-2.32334,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG004251,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4771,True,1,1,1,3,-0.619789,-0.619789,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG004749,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4700,True,1,1,1,3,-0.176724,-0.176724,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006209,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4795,True,1,1,1,3,-2.28601,-2.28601,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006411,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4697,True,1,1,1,3,-1.44828,-1.44828,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006796,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4803,True,1,1,1,3,-1.38292,-1.38292,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006813,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4729,True,1,1,1,3,0.637325,0.637325,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006820,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4688,True,1,1,1,3,0.961207,0.961207,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007236,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4725,True,1,1,1,3,0.0798001,0.0798001,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007391,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4683,True,1,1,1,3,0.511883,0.511883,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007604,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4755,True,1,1,1,3,0.624282,0.624282,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007700,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4714,True,1,1,1,3,0.797169,0.797169,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007863,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4747,True,1,1,1,3,0.61066,0.61066,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007864,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4773,True,1,1,1,3,0.075547,0.075547,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007871,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4791,True,1,1,1,3,-2.63497,-2.63497,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007947,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4711,True,1,1,1,3,-0.762844,-0.762844,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007954,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4785,True,1,1,1,3,0.518514,0.518514,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007965,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4745,True,1,1,1,3,0.576341,0.576341,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008137,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4705,True,1,1,1,3,1.13383,1.13383,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008211,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4767,True,1,1,1,3,-2.70555,-2.70555,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008236,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4801,True,1,1,1,3,-1.68395,-1.68395,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008327,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4704,True,1,1,1,3,0.803553,0.803553,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008477,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4689,True,1,1,1,3,1.14224,1.14224,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008502,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4695,True,1,1,1,3,0.538793,0.538793,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008509,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4703,True,1,1,1,3,-0.762844,-0.762844,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008699,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4789,True,1,1,1,3,-2.70555,-2.70555,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008895,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4743,True,1,1,1,3,0.350248,0.350248,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008999,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4691,True,1,1,1,3,-0.982759,-0.982759,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009083,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4765,True,1,1,1,3,0.000184676,0.000184676,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009253,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4761,True,1,1,1,3,-0.574249,-0.574249,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009387,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4699,True,1,1,1,3,-0.435345,-0.435345,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009476,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4692,True,1,1,1,3,-0.318966,-0.318966,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009712,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4694,True,1,1,1,3,0.331897,0.331897,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009798,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4713,True,1,1,1,3,0.554696,0.554696,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010039,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4797,True,1,1,1,3,-2.28601,-2.28601,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010238,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4707,True,1,1,1,3,1.2832,1.2832,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010801,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4793,True,1,1,1,3,-2.28601,-2.28601,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010845,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4716,True,1,1,1,3,1.05087,1.05087,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010877,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4681,True,1,1,1,3,0.812245,0.812245,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011027,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4718,True,1,1,1,3,1.07628,1.07628,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011047,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4763,True,1,1,1,3,-0.234073,-0.234073,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011245,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4776,True,1,1,1,3,0.567026,0.567026,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011611,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4709,True,1,1,1,3,1.26694,1.26694,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG011892,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4769,True,1,1,1,3,-2.63497,-2.63497,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012292,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4712,True,1,1,1,3,-0.0174978,-0.0174978,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012379,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4696,True,1,1,1,3,-2.05603,-2.05603,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012539,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4682,True,1,1,1,3,0.750508,0.750508,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012600,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4715,True,1,1,1,3,0.988111,0.988111,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012771,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4787,True,1,1,1,3,0.380211,0.380211,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012874,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4685,True,1,1,1,3,-0.25,-0.25,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG012960,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4780,True,1,1,1,3,0.662758,0.662758,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013078,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4693,True,1,1,1,3,0.12069,0.12069,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013127,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4720,True,1,1,1,3,-0.902173,-0.902173,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013340,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4727,True,1,1,1,3,0.467918,0.467918,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013485,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4706,True,1,1,1,3,1.20597,1.20597,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG013547,A_EXACT_DATABASE_DUPLICATE,3,1,SAE:4723,True,1,1,1,3,-0.384123,-0.384123,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000072,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5215,True,1,1,1,2,-0.0569834,-0.0569834,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000099,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5349,True,1,1,1,2,-1.43074,-1.43074,1,0,Np(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000108,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5230,True,1,1,1,2,0.04615,0.04615,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000114,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5456,True,1,1,1,2,0.716003,0.716003,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
