family,half,seed_set,design,stage,contrast,point,margin,verdict,item,name,status,detail,sensitivity_set,sensitivities_not_run,key
exploratory,selection,discovery,V5,discovery,FLAT_CAT vs B0,0.919391,0.105689,UNDECIDED,2,intervals_exclude_zero_every_cluster_unit,PASS,"cluster units ['system', 'publication_group']",,,FLAT_CAT vs B0@V5
exploratory,selection,discovery,V5,discovery,FLAT_CAT vs B0,0.919391,0.105689,UNDECIDED,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: system: p=0; publication_group: p=0,,,FLAT_CAT vs B0@V5
exploratory,selection,discovery,V5,discovery,FLAT_CAT vs B0,0.919391,0.105689,UNDECIDED,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,FLAT_CAT vs B0@V5
exploratory,selection,discovery,V5,discovery,FLAT_CAT vs B0,0.919391,0.105689,UNDECIDED,5,leave_one_cluster_out_stays_positive,PASS,"cluster units ['system', 'publication_group']",,,FLAT_CAT vs B0@V5
exploratory,selection,discovery,V5,discovery,FLAT_CAT vs B0,0.919391,0.105689,UNDECIDED,6,positive_in_every_registered_sensitivity,PASS,"reduced sensitivity set (addendum 1): positive in every sensitivity of the reduced set ['HNO3_only_cells', 'acid_grid_rows_excluded', 'censoring_candidates_excluded_scoring', 'non_DGA_stratum', 'strict_setting', 'wildcard_copies_excluded_scoring']; not run (addendum 1 item 4): ['V5-P', 'V5-cell-only', 'loose_setting', 'parent_structure_hiding', 'sr_iii_dropped_training']",reduced sensitivity set (addendum 1),"V5-P, V5-cell-only, loose_setting, parent_structure_hiding, sr_iii_dropped_training",FLAT_CAT vs B0@V5
exploratory,selection,discovery,V5,discovery,B8 vs B3i,0.341042,0.105689,UNDECIDED,1,point_estimate_at_least_margin,PASS,"Delta=0.341042, margin=0.105689",,,B8 vs B3i@V5
exploratory,selection,discovery,V5,discovery,B8 vs B3i,0.341042,0.105689,UNDECIDED,2,intervals_exclude_zero_every_cluster_unit,PASS,"cluster units ['system', 'publication_group']",,,B8 vs B3i@V5
exploratory,selection,discovery,V5,discovery,B8 vs B3i,0.341042,0.105689,UNDECIDED,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: system: p=0; publication_group: p=0,,,B8 vs B3i@V5
exploratory,selection,discovery,V5,discovery,B8 vs B3i,0.341042,0.105689,UNDECIDED,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,B8 vs B3i@V5
exploratory,selection,discovery,V5,discovery,B8 vs B3i,0.341042,0.105689,UNDECIDED,5,leave_one_cluster_out_stays_positive,PASS,"cluster units ['system', 'publication_group']",,,B8 vs B3i@V5
exploratory,selection,discovery,V5,discovery,B8 vs B3i,0.341042,0.105689,UNDECIDED,6,positive_in_every_registered_sensitivity,UNTESTABLE,"reduced sensitivity set (addendum 1): HNO3_only_cells: UNTESTABLE; strict_setting: UNTESTABLE; not run (addendum 1 item 4): ['V5-P', 'V5-cell-only', 'loose_setting', 'parent_structure_hiding', 'sr_iii_dropped_training']",reduced sensitivity set (addendum 1),"V5-P, V5-cell-only, loose_setting, parent_structure_hiding, sr_iii_dropped_training",B8 vs B3i@V5
exploratory,selection,discovery,V5,discovery,B8 vs B0,1.10022,0.105689,UNDECIDED,1,point_estimate_at_least_margin,PASS,"Delta=1.10022, margin=0.105689",,,B8 vs B0@V5
exploratory,selection,discovery,V5,discovery,B8 vs B0,1.10022,0.105689,UNDECIDED,2,intervals_exclude_zero_every_cluster_unit,PASS,"cluster units ['system', 'publication_group']",,,B8 vs B0@V5
exploratory,selection,discovery,V5,discovery,B8 vs B0,1.10022,0.105689,UNDECIDED,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: system: p=0; publication_group: p=0,,,B8 vs B0@V5
exploratory,selection,discovery,V5,discovery,B8 vs B0,1.10022,0.105689,UNDECIDED,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,B8 vs B0@V5
exploratory,selection,discovery,V5,discovery,B8 vs B0,1.10022,0.105689,UNDECIDED,5,leave_one_cluster_out_stays_positive,PASS,"cluster units ['system', 'publication_group']",,,B8 vs B0@V5
exploratory,selection,discovery,V5,discovery,B8 vs B0,1.10022,0.105689,UNDECIDED,6,positive_in_every_registered_sensitivity,UNTESTABLE,"reduced sensitivity set (addendum 1): HNO3_only_cells: UNTESTABLE; strict_setting: UNTESTABLE; not run (addendum 1 item 4): ['V5-P', 'V5-cell-only', 'loose_setting', 'parent_structure_hiding', 'sr_iii_dropped_training']",reduced sensitivity set (addendum 1),"V5-P, V5-cell-only, loose_setting, parent_structure_hiding, sr_iii_dropped_training",B8 vs B0@V5
exploratory,selection,discovery,V5,discovery,M1 vs B3i,0.343459,0.105689,UNDECIDED,1,point_estimate_at_least_margin,PASS,"Delta=0.343459, margin=0.105689",,,M1 vs B3i@V5
exploratory,selection,discovery,V5,discovery,M1 vs B3i,0.343459,0.105689,UNDECIDED,2,intervals_exclude_zero_every_cluster_unit,PASS,"cluster units ['system', 'publication_group']",,,M1 vs B3i@V5
exploratory,selection,discovery,V5,discovery,M1 vs B3i,0.343459,0.105689,UNDECIDED,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: system: p=0; publication_group: p=0,,,M1 vs B3i@V5
exploratory,selection,discovery,V5,discovery,M1 vs B3i,0.343459,0.105689,UNDECIDED,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,M1 vs B3i@V5
exploratory,selection,discovery,V5,discovery,M1 vs B3i,0.343459,0.105689,UNDECIDED,5,leave_one_cluster_out_stays_positive,PASS,"cluster units ['system', 'publication_group']",,,M1 vs B3i@V5
exploratory,selection,discovery,V5,discovery,M1 vs B3i,0.343459,0.105689,UNDECIDED,6,positive_in_every_registered_sensitivity,PASS,"reduced sensitivity set (addendum 1): positive in every sensitivity of the reduced set ['HNO3_only_cells', 'acid_grid_rows_excluded', 'censoring_candidates_excluded_scoring', 'non_DGA_stratum', 'strict_setting', 'wildcard_copies_excluded_scoring']; not run (addendum 1 item 4): ['V5-P', 'V5-cell-only', 'loose_setting', 'parent_structure_hiding', 'sr_iii_dropped_training']",reduced sensitivity set (addendum 1),"V5-P, V5-cell-only, loose_setting, parent_structure_hiding, sr_iii_dropped_training",M1 vs B3i@V5
exploratory,selection,discovery,V5,discovery,M1 vs B0,1.10264,0.105689,UNDECIDED,1,point_estimate_at_least_margin,PASS,"Delta=1.10264, margin=0.105689",,,M1 vs B0@V5
exploratory,selection,discovery,V5,discovery,M1 vs B0,1.10264,0.105689,UNDECIDED,2,intervals_exclude_zero_every_cluster_unit,PASS,"cluster units ['system', 'publication_group']",,,M1 vs B0@V5
exploratory,selection,discovery,V5,discovery,M1 vs B0,1.10264,0.105689,UNDECIDED,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: system: p=0; publication_group: p=0,,,M1 vs B0@V5
exploratory,selection,discovery,V5,discovery,M1 vs B0,1.10264,0.105689,UNDECIDED,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,M1 vs B0@V5
exploratory,selection,discovery,V5,discovery,M1 vs B0,1.10264,0.105689,UNDECIDED,5,leave_one_cluster_out_stays_positive,PASS,"cluster units ['system', 'publication_group']",,,M1 vs B0@V5
exploratory,selection,discovery,V5,discovery,M1 vs B0,1.10264,0.105689,UNDECIDED,6,positive_in_every_registered_sensitivity,PASS,"reduced sensitivity set (addendum 1): positive in every sensitivity of the reduced set ['HNO3_only_cells', 'acid_grid_rows_excluded', 'censoring_candidates_excluded_scoring', 'non_DGA_stratum', 'strict_setting', 'wildcard_copies_excluded_scoring']; not run (addendum 1 item 4): ['V5-P', 'V5-cell-only', 'loose_setting', 'parent_structure_hiding', 'sr_iii_dropped_training']",reduced sensitivity set (addendum 1),"V5-P, V5-cell-only, loose_setting, parent_structure_hiding, sr_iii_dropped_training",M1 vs B0@V5
exploratory,selection,discovery,V1,discovery,B5 vs B3,0.176142,0.05,UNDECIDED,1,point_estimate_at_least_margin,PASS,"Delta=0.176142, margin=0.05",,,B5 vs B3@V1
exploratory,selection,discovery,V1,discovery,B5 vs B3,0.176142,0.05,UNDECIDED,2,intervals_exclude_zero_every_cluster_unit,PASS,cluster units ['publication_group'],,,B5 vs B3@V1
exploratory,selection,discovery,V1,discovery,B5 vs B3,0.176142,0.05,UNDECIDED,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: publication_group: p=0,,,B5 vs B3@V1
exploratory,selection,discovery,V1,discovery,B5 vs B3,0.176142,0.05,UNDECIDED,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,B5 vs B3@V1
exploratory,selection,discovery,V1,discovery,B5 vs B3,0.176142,0.05,UNDECIDED,5,leave_one_cluster_out_stays_positive,PASS,cluster units ['publication_group'],,,B5 vs B3@V1
exploratory,selection,discovery,V1,discovery,B5 vs B3,0.176142,0.05,UNDECIDED,6,positive_in_every_registered_sensitivity,PASS,"reduced sensitivity set (addendum 1): positive in every sensitivity of the reduced set ['acid_grid_rows_excluded', 'censoring_candidates_excluded_scoring', 'wildcard_copies_excluded_scoring']; not run (addendum 1 item 4): ['compilation_doi_groups', 'near_duplicate_key_groups_value_blind', 'sr_iii_dropped_training']",reduced sensitivity set (addendum 1),"compilation_doi_groups, near_duplicate_key_groups_value_blind, sr_iii_dropped_training",B5 vs B3@V1
exploratory,selection,discovery,V1,discovery,FLAT_CAT vs B3,0.0563447,0.05,FAIL,1,point_estimate_at_least_margin,PASS,"Delta=0.0563447, margin=0.05",,,FLAT_CAT vs B3@V1
exploratory,selection,discovery,V1,discovery,FLAT_CAT vs B3,0.0563447,0.05,FAIL,2,intervals_exclude_zero_every_cluster_unit,FAIL,publication_group: percentile low -0.0685909; publication_group: BCa low -0.0583294,,,FLAT_CAT vs B3@V1
exploratory,selection,discovery,V1,discovery,FLAT_CAT vs B3,0.0563447,0.05,FAIL,3,two_sided_p_below_0.05_every_cluster_unit,FAIL,publication_group: p=0.3882 (not < 0.05),,,FLAT_CAT vs B3@V1
exploratory,selection,discovery,V1,discovery,FLAT_CAT vs B3,0.0563447,0.05,FAIL,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,FLAT_CAT vs B3@V1
exploratory,selection,discovery,V1,discovery,FLAT_CAT vs B3,0.0563447,0.05,FAIL,5,leave_one_cluster_out_stays_positive,PASS,cluster units ['publication_group'],,,FLAT_CAT vs B3@V1
exploratory,selection,discovery,V1,discovery,FLAT_CAT vs B3,0.0563447,0.05,FAIL,6,positive_in_every_registered_sensitivity,PASS,"reduced sensitivity set (addendum 1): positive in every sensitivity of the reduced set ['acid_grid_rows_excluded', 'censoring_candidates_excluded_scoring', 'wildcard_copies_excluded_scoring']; not run (addendum 1 item 4): ['compilation_doi_groups', 'near_duplicate_key_groups_value_blind', 'sr_iii_dropped_training']",reduced sensitivity set (addendum 1),"compilation_doi_groups, near_duplicate_key_groups_value_blind, sr_iii_dropped_training",FLAT_CAT vs B3@V1
exploratory,selection,discovery,V1,discovery,B8 vs B3,0.155345,0.05,UNDECIDED,1,point_estimate_at_least_margin,PASS,"Delta=0.155345, margin=0.05",,,B8 vs B3@V1
exploratory,selection,discovery,V1,discovery,B8 vs B3,0.155345,0.05,UNDECIDED,2,intervals_exclude_zero_every_cluster_unit,PASS,cluster units ['publication_group'],,,B8 vs B3@V1
exploratory,selection,discovery,V1,discovery,B8 vs B3,0.155345,0.05,UNDECIDED,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: publication_group: p=0.0006,,,B8 vs B3@V1
exploratory,selection,discovery,V1,discovery,B8 vs B3,0.155345,0.05,UNDECIDED,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,B8 vs B3@V1
exploratory,selection,discovery,V1,discovery,B8 vs B3,0.155345,0.05,UNDECIDED,5,leave_one_cluster_out_stays_positive,PASS,cluster units ['publication_group'],,,B8 vs B3@V1
exploratory,selection,discovery,V1,discovery,B8 vs B3,0.155345,0.05,UNDECIDED,6,positive_in_every_registered_sensitivity,PASS,"reduced sensitivity set (addendum 1): positive in every sensitivity of the reduced set ['acid_grid_rows_excluded', 'censoring_candidates_excluded_scoring', 'wildcard_copies_excluded_scoring']; not run (addendum 1 item 4): ['compilation_doi_groups', 'near_duplicate_key_groups_value_blind', 'sr_iii_dropped_training']",reduced sensitivity set (addendum 1),"compilation_doi_groups, near_duplicate_key_groups_value_blind, sr_iii_dropped_training",B8 vs B3@V1
exploratory,selection,discovery,V1,discovery,M1 vs B3,0.0759217,0.05,FAIL,1,point_estimate_at_least_margin,PASS,"Delta=0.0759217, margin=0.05",,,M1 vs B3@V1
exploratory,selection,discovery,V1,discovery,M1 vs B3,0.0759217,0.05,FAIL,2,intervals_exclude_zero_every_cluster_unit,FAIL,publication_group: percentile low -0.0884058; publication_group: BCa low -0.0902729,,,M1 vs B3@V1
exploratory,selection,discovery,V1,discovery,M1 vs B3,0.0759217,0.05,FAIL,3,two_sided_p_below_0.05_every_cluster_unit,FAIL,publication_group: p=0.3444 (not < 0.05),,,M1 vs B3@V1
exploratory,selection,discovery,V1,discovery,M1 vs B3,0.0759217,0.05,FAIL,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,M1 vs B3@V1
exploratory,selection,discovery,V1,discovery,M1 vs B3,0.0759217,0.05,FAIL,5,leave_one_cluster_out_stays_positive,PASS,cluster units ['publication_group'],,,M1 vs B3@V1
exploratory,selection,discovery,V1,discovery,M1 vs B3,0.0759217,0.05,FAIL,6,positive_in_every_registered_sensitivity,PASS,"reduced sensitivity set (addendum 1): positive in every sensitivity of the reduced set ['acid_grid_rows_excluded', 'censoring_candidates_excluded_scoring', 'wildcard_copies_excluded_scoring']; not run (addendum 1 item 4): ['compilation_doi_groups', 'near_duplicate_key_groups_value_blind', 'sr_iii_dropped_training']",reduced sensitivity set (addendum 1),"compilation_doi_groups, near_duplicate_key_groups_value_blind, sr_iii_dropped_training",M1 vs B3@V1
exploratory,selection,discovery,V2,discovery,B5 vs B3i,0.168693,0.05,UNDECIDED,1,point_estimate_at_least_margin,PASS,"Delta=0.168693, margin=0.05",,,B5 vs B3i@V2
exploratory,selection,discovery,V2,discovery,B5 vs B3i,0.168693,0.05,UNDECIDED,2,intervals_exclude_zero_every_cluster_unit,PASS,cluster units ['metal_state'],,,B5 vs B3i@V2
exploratory,selection,discovery,V2,discovery,B5 vs B3i,0.168693,0.05,UNDECIDED,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: metal_state: p=0,,,B5 vs B3i@V2
exploratory,selection,discovery,V2,discovery,B5 vs B3i,0.168693,0.05,UNDECIDED,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,B5 vs B3i@V2
exploratory,selection,discovery,V2,discovery,B5 vs B3i,0.168693,0.05,UNDECIDED,5,leave_one_cluster_out_stays_positive,PASS,cluster units ['metal_state'],,,B5 vs B3i@V2
exploratory,selection,discovery,V2,discovery,B5 vs B3i,0.168693,0.05,UNDECIDED,6,positive_in_every_registered_sensitivity,PASS,"reduced sensitivity set (addendum 1): positive in every sensitivity of the reduced set ['acid_grid_rows_excluded', 'censoring_candidates_excluded_scoring']; not run (addendum 1 item 4): ['sr_iii_dropped_training', 'state_level_hiding']",reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",B5 vs B3i@V2
exploratory,selection,discovery,V2,discovery,B5 vs B3i,0.105329,0.05,UNDECIDED,1,point_estimate_at_least_margin,PASS,"Delta=0.105329, margin=0.05",,,B5 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,B5 vs B3i,0.105329,0.05,UNDECIDED,2,intervals_exclude_zero_every_cluster_unit,PASS,cluster units ['metal_state'],,,B5 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,B5 vs B3i,0.105329,0.05,UNDECIDED,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: metal_state: p=0.0118,,,B5 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,B5 vs B3i,0.105329,0.05,UNDECIDED,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,B5 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,B5 vs B3i,0.105329,0.05,UNDECIDED,5,leave_one_cluster_out_stays_positive,PASS,cluster units ['metal_state'],,,B5 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,B5 vs B3i,0.105329,0.05,UNDECIDED,6,positive_in_every_registered_sensitivity,PASS,"reduced sensitivity set (addendum 1): positive in every sensitivity of the reduced set ['acid_grid_rows_excluded', 'censoring_candidates_excluded_scoring']; not run (addendum 1 item 4): ['sr_iii_dropped_training', 'state_level_hiding']",reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",B5 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,FLAT_CAT vs B3i,-0.244765,0.05,FAIL,1,point_estimate_at_least_margin,FAIL,"Delta=-0.244765, margin=0.05",,,FLAT_CAT vs B3i@V2
exploratory,selection,discovery,V2,discovery,FLAT_CAT vs B3i,-0.244765,0.05,FAIL,2,intervals_exclude_zero_every_cluster_unit,FAIL,metal_state: percentile low -0.343547; metal_state: BCa low -0.348441,,,FLAT_CAT vs B3i@V2
exploratory,selection,discovery,V2,discovery,FLAT_CAT vs B3i,-0.244765,0.05,FAIL,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: metal_state: p=0,,,FLAT_CAT vs B3i@V2
exploratory,selection,discovery,V2,discovery,FLAT_CAT vs B3i,-0.244765,0.05,FAIL,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,FLAT_CAT vs B3i@V2
exploratory,selection,discovery,V2,discovery,FLAT_CAT vs B3i,-0.244765,0.05,FAIL,5,leave_one_cluster_out_stays_positive,FAIL,metal_state: 4 of 4 deltas <= 0 (min -0.276253),,,FLAT_CAT vs B3i@V2
exploratory,selection,discovery,V2,discovery,FLAT_CAT vs B3i,-0.244765,0.05,FAIL,6,positive_in_every_registered_sensitivity,FAIL,"reduced sensitivity set (addendum 1): acid_grid_rows_excluded: Delta=-0.243099; censoring_candidates_excluded_scoring: Delta=-0.244454; not run (addendum 1 item 4): ['sr_iii_dropped_training', 'state_level_hiding']",reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",FLAT_CAT vs B3i@V2
exploratory,selection,discovery,V2,discovery,FLAT_CAT vs B3i,-0.22802,0.05,FAIL,1,point_estimate_at_least_margin,FAIL,"Delta=-0.22802, margin=0.05",,,FLAT_CAT vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,FLAT_CAT vs B3i,-0.22802,0.05,FAIL,2,intervals_exclude_zero_every_cluster_unit,FAIL,metal_state: percentile low -0.353877; metal_state: BCa low -0.347226,,,FLAT_CAT vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,FLAT_CAT vs B3i,-0.22802,0.05,FAIL,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: metal_state: p=0.0004,,,FLAT_CAT vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,FLAT_CAT vs B3i,-0.22802,0.05,FAIL,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,FLAT_CAT vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,FLAT_CAT vs B3i,-0.22802,0.05,FAIL,5,leave_one_cluster_out_stays_positive,FAIL,metal_state: 12 of 12 deltas <= 0 (min -0.264276),,,FLAT_CAT vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,FLAT_CAT vs B3i,-0.22802,0.05,FAIL,6,positive_in_every_registered_sensitivity,FAIL,"reduced sensitivity set (addendum 1): acid_grid_rows_excluded: Delta=-0.232917; censoring_candidates_excluded_scoring: Delta=-0.225351; not run (addendum 1 item 4): ['sr_iii_dropped_training', 'state_level_hiding']",reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",FLAT_CAT vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,B8 vs B3i,0.105832,0.05,UNDECIDED,1,point_estimate_at_least_margin,PASS,"Delta=0.105832, margin=0.05",,,B8 vs B3i@V2
exploratory,selection,discovery,V2,discovery,B8 vs B3i,0.105832,0.05,UNDECIDED,2,intervals_exclude_zero_every_cluster_unit,PASS,cluster units ['metal_state'],,,B8 vs B3i@V2
exploratory,selection,discovery,V2,discovery,B8 vs B3i,0.105832,0.05,UNDECIDED,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: metal_state: p=0,,,B8 vs B3i@V2
exploratory,selection,discovery,V2,discovery,B8 vs B3i,0.105832,0.05,UNDECIDED,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,B8 vs B3i@V2
exploratory,selection,discovery,V2,discovery,B8 vs B3i,0.105832,0.05,UNDECIDED,5,leave_one_cluster_out_stays_positive,PASS,cluster units ['metal_state'],,,B8 vs B3i@V2
exploratory,selection,discovery,V2,discovery,B8 vs B3i,0.105832,0.05,UNDECIDED,6,positive_in_every_registered_sensitivity,PASS,"reduced sensitivity set (addendum 1): positive in every sensitivity of the reduced set ['acid_grid_rows_excluded', 'censoring_candidates_excluded_scoring']; not run (addendum 1 item 4): ['sr_iii_dropped_training', 'state_level_hiding']",reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",B8 vs B3i@V2
exploratory,selection,discovery,V2,discovery,B8 vs B3i,0.091911,0.05,UNDECIDED,1,point_estimate_at_least_margin,PASS,"Delta=0.091911, margin=0.05",,,B8 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,B8 vs B3i,0.091911,0.05,UNDECIDED,2,intervals_exclude_zero_every_cluster_unit,PASS,cluster units ['metal_state'],,,B8 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,B8 vs B3i,0.091911,0.05,UNDECIDED,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: metal_state: p=0.014,,,B8 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,B8 vs B3i,0.091911,0.05,UNDECIDED,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,B8 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,B8 vs B3i,0.091911,0.05,UNDECIDED,5,leave_one_cluster_out_stays_positive,PASS,cluster units ['metal_state'],,,B8 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,B8 vs B3i,0.091911,0.05,UNDECIDED,6,positive_in_every_registered_sensitivity,PASS,"reduced sensitivity set (addendum 1): positive in every sensitivity of the reduced set ['acid_grid_rows_excluded', 'censoring_candidates_excluded_scoring']; not run (addendum 1 item 4): ['sr_iii_dropped_training', 'state_level_hiding']",reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",B8 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,M1 vs B3i,0.0612632,0.05,FAIL,1,point_estimate_at_least_margin,PASS,"Delta=0.0612632, margin=0.05",,,M1 vs B3i@V2
exploratory,selection,discovery,V2,discovery,M1 vs B3i,0.0612632,0.05,FAIL,2,intervals_exclude_zero_every_cluster_unit,FAIL,metal_state: percentile low -0.00164904; metal_state: BCa low -0.00164904,,,M1 vs B3i@V2
exploratory,selection,discovery,V2,discovery,M1 vs B3i,0.0612632,0.05,FAIL,3,two_sided_p_below_0.05_every_cluster_unit,FAIL,metal_state: p=0.0678 (not < 0.05),,,M1 vs B3i@V2
exploratory,selection,discovery,V2,discovery,M1 vs B3i,0.0612632,0.05,FAIL,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,M1 vs B3i@V2
exploratory,selection,discovery,V2,discovery,M1 vs B3i,0.0612632,0.05,FAIL,5,leave_one_cluster_out_stays_positive,PASS,cluster units ['metal_state'],,,M1 vs B3i@V2
exploratory,selection,discovery,V2,discovery,M1 vs B3i,0.0612632,0.05,FAIL,6,positive_in_every_registered_sensitivity,PASS,"reduced sensitivity set (addendum 1): positive in every sensitivity of the reduced set ['acid_grid_rows_excluded', 'censoring_candidates_excluded_scoring']; not run (addendum 1 item 4): ['sr_iii_dropped_training', 'state_level_hiding']",reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",M1 vs B3i@V2
exploratory,selection,discovery,V2,discovery,M1 vs B3i,0.019566,0.05,FAIL,1,point_estimate_at_least_margin,FAIL,"Delta=0.019566, margin=0.05",,,M1 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,M1 vs B3i,0.019566,0.05,FAIL,2,intervals_exclude_zero_every_cluster_unit,FAIL,metal_state: percentile low -0.0418275; metal_state: BCa low -0.0416904,,,M1 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,M1 vs B3i,0.019566,0.05,FAIL,3,two_sided_p_below_0.05_every_cluster_unit,FAIL,metal_state: p=0.5296 (not < 0.05),,,M1 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,M1 vs B3i,0.019566,0.05,FAIL,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,M1 vs B3i@V2#all_states
